original_sentence,subject_text,subject_type,object_text,object_type,marked_sentence,relation_label
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",Alzheimer,Bệnh,cảm nhận cảm giác,Chẩn đoán,"tình trạng bệnh [s] alzheimer [/s] được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, [o] cảm nhận cảm giác [/o].",Chẩn_đoán_bằng
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",kiểm tra khả năng lý luận,Chẩn đoán,Alzheimer,Bệnh,"tình trạng bệnh [o] alzheimer [/o] được xác định thông qua các biện pháp [s] kiểm tra khả năng lý luận [/s], phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",kiểm tra khả năng lý luận,Chẩn đoán,phối hợp tay và mắt,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [s] kiểm tra khả năng lý luận [/s], [o] phối hợp tay và mắt [/o], khả năng cân bằng, cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",kiểm tra khả năng lý luận,Chẩn đoán,khả năng cân bằng,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [s] kiểm tra khả năng lý luận [/s], phối hợp tay và mắt, [o] khả năng cân bằng [/o], cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",kiểm tra khả năng lý luận,Chẩn đoán,cảm nhận cảm giác,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [s] kiểm tra khả năng lý luận [/s], phối hợp tay và mắt, khả năng cân bằng, [o] cảm nhận cảm giác [/o].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",phối hợp tay và mắt,Chẩn đoán,Alzheimer,Bệnh,"tình trạng bệnh [o] alzheimer [/o] được xác định thông qua các biện pháp kiểm tra khả năng lý luận, [s] phối hợp tay và mắt [/s], khả năng cân bằng, cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",phối hợp tay và mắt,Chẩn đoán,kiểm tra khả năng lý luận,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [o] kiểm tra khả năng lý luận [/o], [s] phối hợp tay và mắt [/s], khả năng cân bằng, cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",phối hợp tay và mắt,Chẩn đoán,khả năng cân bằng,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, [s] phối hợp tay và mắt [/s], [o] khả năng cân bằng [/o], cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",phối hợp tay và mắt,Chẩn đoán,cảm nhận cảm giác,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, [s] phối hợp tay và mắt [/s], khả năng cân bằng, [o] cảm nhận cảm giác [/o].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",khả năng cân bằng,Chẩn đoán,Alzheimer,Bệnh,"tình trạng bệnh [o] alzheimer [/o] được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, [s] khả năng cân bằng [/s], cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",khả năng cân bằng,Chẩn đoán,kiểm tra khả năng lý luận,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [o] kiểm tra khả năng lý luận [/o], phối hợp tay và mắt, [s] khả năng cân bằng [/s], cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",khả năng cân bằng,Chẩn đoán,phối hợp tay và mắt,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, [o] phối hợp tay và mắt [/o], [s] khả năng cân bằng [/s], cảm nhận cảm giác.",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",khả năng cân bằng,Chẩn đoán,cảm nhận cảm giác,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, [s] khả năng cân bằng [/s], [o] cảm nhận cảm giác [/o].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",cảm nhận cảm giác,Chẩn đoán,Alzheimer,Bệnh,"tình trạng bệnh [o] alzheimer [/o] được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, [s] cảm nhận cảm giác [/s].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",cảm nhận cảm giác,Chẩn đoán,kiểm tra khả năng lý luận,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp [o] kiểm tra khả năng lý luận [/o], phối hợp tay và mắt, khả năng cân bằng, [s] cảm nhận cảm giác [/s].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",cảm nhận cảm giác,Chẩn đoán,phối hợp tay và mắt,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, [o] phối hợp tay và mắt [/o], khả năng cân bằng, [s] cảm nhận cảm giác [/s].",No_relation
"Tình trạng bệnh Alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, khả năng cân bằng, cảm nhận cảm giác.",cảm nhận cảm giác,Chẩn đoán,khả năng cân bằng,Chẩn đoán,"tình trạng bệnh alzheimer được xác định thông qua các biện pháp kiểm tra khả năng lý luận, phối hợp tay và mắt, [o] khả năng cân bằng [/o], [s] cảm nhận cảm giác [/s].",No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Viêm dạ dày cấp,Bệnh,thuốc NSAID,Nguyên nhân,[s] viêm dạ dày cấp [/s] do [o] thuốc nsaid [/o] hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Viêm dạ dày cấp,Bệnh,rượu bia,Nguyên nhân,[s] viêm dạ dày cấp [/s] do thuốc nsaid hoặc [o] rượu bia [/o] được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Viêm dạ dày cấp,Bệnh,ngưng uống rượu,Điều trị,[s] viêm dạ dày cấp [/s] do thuốc nsaid hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và [o] ngưng uống rượu [/o].,Điều_trị_bằng
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Viêm dạ dày cấp,Bệnh,ngưng sử dụng thuốc,Điều trị,[s] viêm dạ dày cấp [/s] do thuốc nsaid hoặc rượu bia được điều trị bằng cách [o] ngưng sử dụng thuốc [/o] và ngưng uống rượu.,Điều_trị_bằng
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,thuốc NSAID,Nguyên nhân,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] do [s] thuốc nsaid [/s] hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Gây_ra
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,thuốc NSAID,Nguyên nhân,rượu bia,Nguyên nhân,viêm dạ dày cấp do [s] thuốc nsaid [/s] hoặc [o] rượu bia [/o] được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,thuốc NSAID,Nguyên nhân,ngưng uống rượu,Điều trị,viêm dạ dày cấp do [s] thuốc nsaid [/s] hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và [o] ngưng uống rượu [/o].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,thuốc NSAID,Nguyên nhân,ngưng sử dụng thuốc,Điều trị,viêm dạ dày cấp do [s] thuốc nsaid [/s] hoặc rượu bia được điều trị bằng cách [o] ngưng sử dụng thuốc [/o] và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,rượu bia,Nguyên nhân,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] do thuốc nsaid hoặc [s] rượu bia [/s] được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,Gây_ra
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,rượu bia,Nguyên nhân,thuốc NSAID,Nguyên nhân,viêm dạ dày cấp do [o] thuốc nsaid [/o] hoặc [s] rượu bia [/s] được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,rượu bia,Nguyên nhân,ngưng uống rượu,Điều trị,viêm dạ dày cấp do thuốc nsaid hoặc [s] rượu bia [/s] được điều trị bằng cách ngưng sử dụng thuốc và [o] ngưng uống rượu [/o].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,rượu bia,Nguyên nhân,ngưng sử dụng thuốc,Điều trị,viêm dạ dày cấp do thuốc nsaid hoặc [s] rượu bia [/s] được điều trị bằng cách [o] ngưng sử dụng thuốc [/o] và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng uống rượu,Điều trị,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] do thuốc nsaid hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và [s] ngưng uống rượu [/s].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng uống rượu,Điều trị,thuốc NSAID,Nguyên nhân,viêm dạ dày cấp do [o] thuốc nsaid [/o] hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và [s] ngưng uống rượu [/s].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng uống rượu,Điều trị,rượu bia,Nguyên nhân,viêm dạ dày cấp do thuốc nsaid hoặc [o] rượu bia [/o] được điều trị bằng cách ngưng sử dụng thuốc và [s] ngưng uống rượu [/s].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng uống rượu,Điều trị,ngưng sử dụng thuốc,Điều trị,viêm dạ dày cấp do thuốc nsaid hoặc rượu bia được điều trị bằng cách [o] ngưng sử dụng thuốc [/o] và [s] ngưng uống rượu [/s].,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng sử dụng thuốc,Điều trị,Viêm dạ dày cấp,Bệnh,[o] viêm dạ dày cấp [/o] do thuốc nsaid hoặc rượu bia được điều trị bằng cách [s] ngưng sử dụng thuốc [/s] và ngưng uống rượu.,No_relation
Viêm dạ dày cấp do thuốc NSAID hoặc rượu bia được điều trị bằng cách ngưng sử dụng thuốc và ngưng uống rượu.,ngưng sử dụng thuốc,Điều trị,thuốc NSAID,Nguyên nhân,viêm dạ dày cấp do [o] thuốc nsaid [/o] hoặc rượu bia được điều trị bằng cách [s] ngưng sử dụng thuốc [/s] và ngưng uống rượu.,No_relation
